 21 3589.918507 6.602E-30 1.184E-03.08470.116 2768.55590.69-.001359       3 3 3 01       1 2 2 01                    R  4e     3666632429 9 9 711    11.0    9.0
 21 3589.932320 2.237E-28 1.027E+01.05640.064 4464.08900.65-.006262       2 1 1 13       1 1 1 02                    R 80f     3555532433 9 9 711   163.0  161.0
 23 3589.944720 1.417E-30 1.748E+01.07120.095 4059.47420.72-.004271       4 0 0 13       3 0 0 03                    P 23e     3666632432 9 9 711    45.0   47.0
 22 3589.947138 8.130E-25 8.784E+00.06510.072 1725.71450.74-.004980       1 1 1 11       0 1 1 01                    P 52f     4755532431 9 9 711   206.0  210.0
 23 3589.952717 2.119E-30 7.750E-03.06350.069 2588.31060.72-.004322       3 1 1 01       0 2 2 01                    R 58e     3655532432 9 9 711   119.0  117.0
 22 3589.955737 5.480E-30 1.520E-02.07120.095 2705.66380.72-.002880       4 1 1 02       2 0 0 03                    R 22e     3666632431 9 9 711    94.0   90.0
 23 3589.960072 9.130E-30 2.907E-04.07350.099 1372.05750.70-.003444       1 2 2 12       1 0 0 02                    R 17e     3666632432 9 9 711    37.0   35.0
 23 3589.966549 6.582E-23 7.132E+00.06940.089  298.88760.73-.004163       1 0 0 12       0 0 0 01                    R 28e     3766632432 9 9 711    59.0   57.0
 23 3589.967284 1.524E-30 8.957E+00.06550.074 4069.14070.74-.004930       3 1 1 13       2 1 1 03                    P 50f     3655532432 9 9 711    99.0  101.0
 22 3589.968244 8.350E-28 9.319E+00.06780.083 3082.69600.74-.004603       2 2 2 12       1 2 2 02                    P 37f     3666632431 9 9 711   146.0  150.0
 21 3589.969932 7.550E-27 1.160E-02.06210.068 2292.64530.71-.005332       0 3 3 11       0 1 1 01                    P 64f     3655532429 9 9 711   127.0  129.0
 23 3589.975362 5.912E-30 6.164E-03.06510.072 2304.36490.74-.004105       3 1 1 01       0 2 2 01                    R 51f     3655532432 9 9 711   105.0  103.0
 23 3589.978486 3.061E-30 1.388E+01.06490.072 4027.84950.73-.005005       1 1 1 21       0 1 1 11                    P 53e     3655532432 9 9 711   105.0  107.0
 22 3589.980395 5.730E-29 1.935E+01.07460.101 3620.85810.69-.003242       2 0 0 22       1 0 0 12                    R 15e     3666632431 9 9 711    66.0   62.0
 23 3589.981627 1.210E-30 5.690E+00.05090.062 4160.61760.59-.006006       1 1 1 11       0 1 1 01                    P 97f     0744432432 9 9 711   193.0  195.0
 24 3589.996533 2.496E-30 1.388E+01.06290.069 3758.85700.71-.005205       1 0 0 21       0 0 0 11                    P 61e     3655532432 9 9 711   726.0  738.0
 21 3590.008108 3.546E-30 2.434E-04.09490.127 2077.63660.69-.002180       4 0 0 01       1 1 1 01                    P  1e     3666632429 9 9 711     1.0    3.0
 24 3590.015849 5.960E-29 1.145E+01.06020.066 3098.01280.69-.005941       2 0 0 13       1 0 0 02                    R 69e     4755532432 9 9 711   846.0  834.0
 22 3590.016299 2.810E-30 2.242E+01.07090.094 4344.22080.72-.004293       3 2 2 11       2 2 2 01                    P 24e     3666632431 9 9 711    94.0   98.0
 21 3590.023486 2.354E-30 8.866E-03.07520.102 3594.35860.69-.003277       4 2 2 01       2 1 1 01                    P 15e     3666632429 9 9 711    29.0   31.0
 24 3590.031010 2.472E-26 6.137E+00.06510.072 1669.02670.74-.005299       1 1 1 12       0 1 1 01                    R 51e     4755532432 9 9 711   630.0  618.0
 21 3590.031550 1.379E-21 4.972E+00.07660.104  728.41230.68-.002971       1 1 1 12       0 1 1 01                    R 12f     4766632429 9 9 711    27.0   25.0
 23 3590.058683 7.373E-30 7.687E+00.05980.066 3786.09300.68-.005445       2 1 1 12       1 1 1 02                    P 71f     3655532432 9 9 711   141.0  143.0
 21 3590.060848 1.172E-27 4.795E-03.06490.072 2454.95160.73-.005056       0 4 4 11       0 2 2 01                    P 53f     3655532429 9 9 711   105.0  107.0
 22 3590.067564 4.950E-29 8.474E+00.06490.072 3719.20770.73-.005005       1 4 4 11       0 4 4 01                    P 53f     3655532431 9 9 711   210.0  214.0
 24 3590.067874 1.643E-29 4.272E-03.06530.073 1670.56490.74-.005005       0 3 3 11       0 1 1 01                    P 51f     3655532432 9 9 711   606.0  618.0
 21 3590.070525 1.072E-29 9.848E+00.05680.064 5075.28110.65-.005651       3 0 0 13       2 0 0 03                    P 80e     3655532429 9 9 711   159.0  161.0
 22 3590.076741 7.450E-29 1.448E-02.06110.067 2375.90260.70-.005901       0 3 3 11       0 1 1 01                    R 66f     3655532431 9 9 711   270.0  266.0
