Time - ADC Voltage	Amplitude - ADC Voltage
13,0000000	0,2673340
13,1000000	0,2673340
13,2000000	0,2664185
13,3000000	0,2627563
13,4000000	0,2589417
13,5000000	0,2534485
13,6000000	0,2462769
13,7000000	0,2388000
13,8000000	0,2305603
13,9000000	0,2218628
14,0000000	0,2134705
14,1000000	0,2047729
14,2000000	0,1974487
14,3000000	0,1908875
14,4000000	0,1849365
14,5000000	0,1814270
14,6000000	0,1792908
14,7000000	0,1792908
14,8000000	0,1811218
14,9000000	0,1849365
15,0000000	0,1914978
15,1000000	0,2000427
15,2000000	0,2110291
15,3000000	0,2229309
15,4000000	0,2348328
15,5000000	0,2496338
15,6000000	0,2647400
15,7000000	0,2795410
15,8000000	0,2951050
15,9000000	0,3102112
16,0000000	0,3240967
16,1000000	0,3366089
16,2000000	0,3471375
16,3000000	0,3558350
16,4000000	0,3625488
16,5000000	0,3662109
16,6000000	0,3681946
16,7000000	0,3669739
16,8000000	0,3627014
16,9000000	0,3572083
17,0000000	0,3483582
17,1000000	0,3379822
17,2000000	0,3256226
17,3000000	0,3129578
17,4000000	0,2992249
17,5000000	0,2853394
17,6000000	0,2723694
17,7000000	0,2607727
17,8000000	0,2499390
17,9000000	0,2409363
18,0000000	0,2352905
18,1000000	0,2323914
18,2000000	0,2317810
18,3000000	0,2351379
18,4000000	0,2413940
18,5000000	0,2507019
18,6000000	0,2627563
18,7000000	0,2783203
18,8000000	0,2955627
18,9000000	0,3135681
19,0000000	0,3353882
19,1000000	0,3567505
19,2000000	0,3771973
19,3000000	0,3974915
19,4000000	0,4142761
19,5000000	0,4298401
19,6000000	0,4423523
19,7000000	0,4512024
19,8000000	0,4579163
19,9000000	0,4605103
20,0000000	0,4589844
20,1000000	0,4536438
20,2000000	0,4446411
20,3000000	0,4338074
20,4000000	0,4191589
20,5000000	0,4020691
20,6000000	0,3843689
20,7000000	0,3654480
20,8000000	0,3465271
20,9000000	0,3286743
21,0000000	0,3125000
21,1000000	0,2987671
21,2000000	0,2888489
21,3000000	0,2819824
21,4000000	0,2793884
21,5000000	0,2812195
21,6000000	0,2876282
21,7000000	0,2983093
21,8000000	0,3135681
21,9000000	0,3321838
22,0000000	0,3530884
22,1000000	0,3776550
22,2000000	0,4025269
22,3000000	0,4277039
22,4000000	0,4537964
22,5000000	0,4763794
22,6000000	0,4977417
22,7000000	0,5158997
22,8000000	0,5296326
22,9000000	0,5389404
23,0000000	0,5438232
23,1000000	0,5432129
23,2000000	0,5369568
23,3000000	0,5265808
23,4000000	0,5113220
23,5000000	0,4940796
23,6000000	0,4728699
23,7000000	0,4489136
23,8000000	0,4257202
23,9000000	0,4016113
24,0000000	0,3788757
24,1000000	0,3594971
24,2000000	0,3424072
24,3000000	0,3308105
24,4000000	0,3234863
24,5000000	0,3224182
24,6000000	0,3262329
24,7000000	0,3363037
24,8000000	0,3520203
24,9000000	0,3720093
25,0000000	0,3968811
25,1000000	0,4248047
25,2000000	0,4539490
25,3000000	0,4855347
25,4000000	0,5151367
25,5000000	0,5422974
25,6000000	0,5682373
25,7000000	0,5883789
25,8000000	0,6036377
25,9000000	0,6138611
26,0000000	0,6170654
26,1000000	0,6144714
26,2000000	0,6053162
26,3000000	0,5899048
26,4000000	0,5700684
26,5000000	0,5450439
26,6000000	0,5184937
26,7000000	0,4893494
26,8000000	0,4603577
26,9000000	0,4333496
27,0000000	0,4069519
27,1000000	0,3858948
27,2000000	0,3709412
27,3000000	0,3610229
27,4000000	0,3579712
27,5000000	0,3619385
27,6000000	0,3732300
27,7000000	0,3909302
27,8000000	0,4141235
27,9000000	0,4435730
28,0000000	0,4754639
28,1000000	0,5094910
28,2000000	0,5441284
28,3000000	0,5781555
28,4000000	0,6083679
28,5000000	0,6344604
28,6000000	0,6555176
28,7000000	0,6700134
28,8000000	0,6773376
28,9000000	0,6767273
29,0000000	0,6694031
29,1000000	0,6544495
29,2000000	0,6318665
29,3000000	0,6054687
29,4000000	0,5754089
29,5000000	0,5419922
29,6000000	0,5084229
29,7000000	0,4760742
29,8000000	0,4478455
29,9000000	0,4217529
30,0000000	0,4034424
30,1000000	0,3921509
30,2000000	0,3884888
30,3000000	0,3933716
30,4000000	0,4063416
30,5000000	0,4277039
30,6000000	0,4553223
30,7000000	0,4876709
30,8000000	0,5244446
30,9000000	0,5644226
31,0000000	0,6040955
31,1000000	0,6405640
31,2000000	0,6739807
31,3000000	0,7003784
31,4000000	0,7197571
31,5000000	0,7312012
31,6000000	0,7339478
31,7000000	0,7283020
31,8000000	0,7128906
31,9000000	0,6909180
32,0000000	0,6628418
32,1000000	0,6288147
32,2000000	0,5920410
32,3000000	0,5538940
32,4000000	0,5181885
32,5000000	0,4850769
32,6000000	0,4573059
32,7000000	0,4377747
32,8000000	0,4257202
32,9000000	0,4231262
33,0000000	0,4309082
33,1000000	0,4484558
33,2000000	0,4748535
33,3000000	0,5084229
33,4000000	0,5491638
33,5000000	0,5940247
33,6000000	0,6387329
33,7000000	0,6838989
33,8000000	0,7244873
33,9000000	0,7591248
34,0000000	0,7861328
34,1000000	0,8044434
34,2000000	0,8122253
34,3000000	0,8097839
34,4000000	0,7974243
34,5000000	0,7749939
34,6000000	0,7437134
34,7000000	0,7061768
34,8000000	0,6646729
34,9000000	0,6204224
35,0000000	0,5799866
35,1000000	0,5409241
35,2000000	0,5087280
35,3000000	0,4862976
35,4000000	0,4730225
35,5000000	0,4716492
35,6000000	0,4818726
35,7000000	0,5027771
35,8000000	0,5358887
35,9000000	0,5757141
36,0000000	0,6234741
36,1000000	0,6759644
36,2000000	0,7276917
36,3000000	0,7781982
36,4000000	0,8224487
36,5000000	0,8601379
36,6000000	0,8868408
36,7000000	0,9022522
36,8000000	0,9051514
36,9000000	0,8952332
37,0000000	0,8735657
37,1000000	0,8422852
37,2000000	0,8003235
37,3000000	0,7550049
37,4000000	0,7044983
37,5000000	0,6549072
37,6000000	0,6094360
37,7000000	0,5708313
37,8000000	0,5419922
37,9000000	0,5252075
38,0000000	0,5210876
38,1000000	0,5311584
38,2000000	0,5551147
38,3000000	0,5905151
38,4000000	0,6388855
38,5000000	0,6901550
38,6000000	0,7505798
38,7000000	0,8091736
38,8000000	0,8650208
38,9000000	0,9136963
39,0000000	0,9538269
39,1000000	0,9811401
39,2000000	0,9934998
39,3000000	0,9904480
39,4000000	0,9735107
39,5000000	0,9420776
39,6000000	0,9014893
39,7000000	0,8511353
39,8000000	0,7974243
39,9000000	0,7397461
40,0000000	0,6843567
40,1000000	0,6359863
40,2000000	0,5996704
40,3000000	0,5743408
40,4000000	0,5653381
40,5000000	0,5715942
40,6000000	0,5941772
40,7000000	0,6318665
40,8000000	0,6803894
40,9000000	0,7391357
41,0000000	0,8045959
41,1000000	0,8671570
41,2000000	0,9298706
41,3000000	0,9851074
41,4000000	1,0287476
41,5000000	1,0586548
41,6000000	1,0722351
41,7000000	1,0691833
41,8000000	1,0493469
41,9000000	1,0156250
42,0000000	0,9667969
42,1000000	0,9106445
42,2000000	0,8479309
42,3000000	0,7832336
42,4000000	0,7241821
42,5000000	0,6735229
42,6000000	0,6356812
42,7000000	0,6118774
42,8000000	0,6063843
42,9000000	0,6188965
43,0000000	0,6486511
43,1000000	0,6950378
43,2000000	0,7522583
43,3000000	0,8216858
43,4000000	0,8923340
43,5000000	0,9613037
43,6000000	1,0263062
43,7000000	1,0787964
43,8000000	1,1195374
43,9000000	1,1425781
44,0000000	1,1456299
44,1000000	1,1306763
44,2000000	1,0975647
44,3000000	1,0501099
44,4000000	0,9899902
44,5000000	0,9225464
44,6000000	0,8523560
44,7000000	0,7858276
44,8000000	0,7283020
44,9000000	0,6823730
45,0000000	0,6535339
45,1000000	0,6445312
45,2000000	0,6559753
45,3000000	0,6866455
45,4000000	0,7350159
45,5000000	0,8001709
45,6000000	0,8741760
45,7000000	0,9503174
45,8000000	1,0247803
45,9000000	1,0949707
46,0000000	1,1499023
46,1000000	1,1903381
46,2000000	1,2120056
46,3000000	1,2117004
46,4000000	1,1903381
46,5000000	1,1492920
46,6000000	1,0945129
46,7000000	1,0261536
46,8000000	0,9497070
46,9000000	0,8760071
47,0000000	0,8061218
47,1000000	0,7456970
47,2000000	0,7031250
47,3000000	0,6825256
47,4000000	0,6832886
47,5000000	0,7054138
47,6000000	0,7493591
47,7000000	0,8097839
47,8000000	0,8869934
47,9000000	0,9693909
48,0000000	1,0520935
48,1000000	1,1306763
48,2000000	1,1970520
48,3000000	1,2449646
48,4000000	1,2736511
48,5000000	1,2799072
48,6000000	1,2628174
48,7000000	1,2236023
48,8000000	1,1647034
48,9000000	1,0939026
49,0000000	1,0140991
49,1000000	0,9307861
49,2000000	0,8569336
49,3000000	0,7913208
49,4000000	0,7444763
49,5000000	0,7185364
49,6000000	0,7174683
49,7000000	0,7415771
49,8000000	0,7887268
49,9000000	0,8549500
50,0000000	0,9361267
50,1000000	1,0244751
50,2000000	1,1137390
50,3000000	1,1956787
50,4000000	1,2628174
50,5000000	1,3133240
50,6000000	1,3386536
50,7000000	1,3395691
50,8000000	1,3143921
50,9000000	1,2678528
51,0000000	1,2007141
51,1000000	1,1152649
51,2000000	1,0295105
51,3000000	0,9455872
51,4000000	0,8670044
51,5000000	0,8067322
51,6000000	0,7643127
51,7000000	0,7479858
51,8000000	0,7588196
51,9000000	0,7962036
52,0000000	0,8572388
52,1000000	0,9364319
52,2000000	1,0287476
52,3000000	1,1254883
52,4000000	1,2168884
52,5000000	1,2985229
52,6000000	1,3580322
52,7000000	1,3945007
52,8000000	1,4039612
52,9000000	1,3844299
53,0000000	1,3397217
53,1000000	1,2724304
53,2000000	1,1901855
53,3000000	1,0995483
53,4000000	1,0037231
53,5000000	0,9187317
53,6000000	0,8493042
53,7000000	0,8010864
53,8000000	0,7809448
53,9000000	0,7902527
54,0000000	0,8287048
54,1000000	0,8908081
54,2000000	0,9756470
54,3000000	1,0734558
54,4000000	1,1727905
54,5000000	1,2690735
54,6000000	1,3525391
54,7000000	1,4151001
54,8000000	1,4515686
54,9000000	1,4579773
55,0000000	1,4349365
55,1000000	1,3816833
55,2000000	1,3011169
55,3000000	1,2033081
55,4000000	1,1051941
55,5000000	1,0108948
55,6000000	0,9248352
55,7000000	0,8586121
55,8000000	0,8200073
55,9000000	0,8106995
56,0000000	0,8346558
56,1000000	0,8882141
56,2000000	0,9666443
56,3000000	1,0678101
56,4000000	1,1727905
56,5000000	1,2799072
56,6000000	1,3758850
56,7000000	1,4497375
56,8000000	1,4988708
56,9000000	1,5165710
57,0000000	1,5019226
57,1000000	1,4559937
57,2000000	1,3829041
57,3000000	1,2919617
57,4000000	1,1883545
57,5000000	1,0835266
57,6000000	0,9881592
57,7000000	0,9095764
57,8000000	0,8587646
57,9000000	0,8392334
58,0000000	0,8544922
58,1000000	0,9020996
58,2000000	0,9768677
58,3000000	1,0774231
58,4000000	1,1875916
58,5000000	1,2950134
58,6000000	1,4013672
58,7000000	1,4857483
58,8000000	1,5412903
58,9000000	1,5646362
59,0000000	1,5548706
59,1000000	1,5127563
59,2000000	1,4350891
59,3000000	1,3372803
59,4000000	1,2350464
59,5000000	1,1256409
59,6000000	1,0255432
59,7000000	0,9419250
59,8000000	0,8860779
59,9000000	0,8650208
60,0000000	0,8801270
60,1000000	0,9295654
60,2000000	1,0105896
60,3000000	1,1105347
60,4000000	1,2315369
60,5000000	1,3531494
60,6000000	1,4645386
60,7000000	1,5464783
60,8000000	1,5950012
60,9000000	1,6123962
61,0000000	1,5951538
61,1000000	1,5469360
61,2000000	1,4665222
61,3000000	1,3677979
61,4000000	1,2538147
61,5000000	1,1347961
61,6000000	1,0313416
61,7000000	0,9509277
61,8000000	0,9008789
61,9000000	0,8880615
62,0000000	0,9126282
62,1000000	0,9764099
62,2000000	1,0682678
62,3000000	1,1814880
62,4000000	1,3023376
62,5000000	1,4208984
62,6000000	1,5240479
62,7000000	1,5994263
62,8000000	1,6421509
62,9000000	1,6450500
63,0000000	1,6072083
63,1000000	1,5347290
63,2000000	1,4328003
63,3000000	1,3191223
63,4000000	1,1964417
63,5000000	1,0839844
63,6000000	0,9944153
63,7000000	0,9344482
63,8000000	0,9072876
63,9000000	0,9220886
64,0000000	0,9767151
64,1000000	1,0650635
64,2000000	1,1787415
64,3000000	1,3015747
64,4000000	1,4292908
64,5000000	1,5400696
64,6000000	1,6261292
64,7000000	1,6751099
64,8000000	1,6853333
64,9000000	1,6548157
65,0000000	1,5870667
65,1000000	1,4878845
65,2000000	1,3711548
65,3000000	1,2442017
65,4000000	1,1270142
65,5000000	1,0266113
65,6000000	0,9599304
65,7000000	0,9313965
65,8000000	0,9466553
65,9000000	1,0028076
66,0000000	1,0940552
66,1000000	1,2167358
66,2000000	1,3473511
66,3000000	1,4773560
66,4000000	1,5950012
66,5000000	1,6802979
66,6000000	1,7297363
66,7000000	1,7366028
66,8000000	1,6999817
66,9000000	1,6252136
67,0000000	1,5170288
67,1000000	1,3929749
67,2000000	1,2611389
67,3000000	1,1413574
67,4000000	1,0435486
67,5000000	0,9817505
67,6000000	0,9628296
67,7000000	0,9913635
67,8000000	1,0639954
67,9000000	1,1721802
68,0000000	1,3040161
68,1000000	1,4463806
68,2000000	1,5800476
68,3000000	1,6912842
68,4000000	1,7707825
68,5000000	1,8038940
68,6000000	1,7924500
68,7000000	1,7340088
68,8000000	1,6394043
68,9000000	1,5170288
69,0000000	1,3772583
69,1000000	1,2426758
69,2000000	1,1280823
69,3000000	1,0421753
69,4000000	1,0025024
69,5000000	1,0105896
69,6000000	1,0678101
69,7000000	1,1645508
69,8000000	1,2951660
69,9000000	1,4421082
70,0000000	1,5864563
70,1000000	1,7126465
70,2000000	1,8075562
70,3000000	1,8583679
70,4000000	1,8608093
70,5000000	1,8150330
70,6000000	1,7247009
70,7000000	1,6023254
70,8000000	1,4607239
70,9000000	1,3197327
71,0000000	1,1886597
71,1000000	1,0877991
71,2000000	1,0374451
71,3000000	1,0394287
71,4000000	1,0929871
71,5000000	1,1866760
71,6000000	1,3189697
71,7000000	1,4678955
71,8000000	1,6180420
71,9000000	1,7532349
72,0000000	1,8547058
72,1000000	1,9131470
72,2000000	1,9187927
72,3000000	1,8742371
72,4000000	1,7832947
72,5000000	1,6561890
72,6000000	1,5095520
72,7000000	1,3571167
72,8000000	1,2239075
72,9000000	1,1236572
73,0000000	1,0685730
73,1000000	1,0679626
73,2000000	1,1212158
73,3000000	1,2251282
73,4000000	1,3610840
73,5000000	1,5145874
73,6000000	1,6773987
73,7000000	1,8122864
73,8000000	1,9132996
73,9000000	1,9676208
74,0000000	1,9651794
74,1000000	1,9100952
74,2000000	1,8037415
74,3000000	1,6683960
74,4000000	1,5086365
74,5000000	1,3514709
74,6000000	1,2258911
74,7000000	1,1331177
74,8000000	1,0896301
74,9000000	1,1021423
75,0000000	1,1721802
75,1000000	1,2899780
75,2000000	1,4393616
75,3000000	1,6070557
75,4000000	1,7655945
75,5000000	1,8986511
75,6000000	1,9879150
75,7000000	2,0228577
75,8000000	2,0013428
75,9000000	1,9219971
76,0000000	1,8008423
76,1000000	1,6506958
76,2000000	1,4851379
76,3000000	1,3334656
76,4000000	1,2107849
76,5000000	1,1334229
76,6000000	1,1157227
76,7000000	1,1575317
76,8000000	1,2573242
76,9000000	1,3964844
77,0000000	1,5618896
77,1000000	1,7295837
77,2000000	1,8812561
77,3000000	1,9953918
77,4000000	2,0581055
77,5000000	2,0597839
77,6000000	2,0021057
77,7000000	1,8920898
77,8000000	1,7451477
77,9000000	1,5777588
78,0000000	1,4141846
78,1000000	1,2730408
78,2000000	1,1770630
78,3000000	1,1383057
78,4000000	1,1614990
78,5000000	1,2489319
78,6000000	1,3838196
78,7000000	1,5484619
78,8000000	1,7291260
78,9000000	1,8934631
79,0000000	2,0210266
79,1000000	2,1003723
79,2000000	2,1089172
79,3000000	2,0541382
79,4000000	1,9482422
79,5000000	1,8052673
79,6000000	1,6374207
79,7000000	1,4665222
79,8000000	1,3159180
79,9000000	1,2121582
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0148010
0,0000000	0,0149536
0,0000000	0,0148010
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0148010
0,0000000	0,0148010
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0148010
0,0000000	0,0144958
0,0000000	0,0148010
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0143433
0,0000000	0,0149536
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0148010
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0148010
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0148010
0,0000000	0,0143433
0,0000000	0,0143433
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0149536
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0143433
0,0000000	0,0144958
0,0000000	0,0148010
0,0000000	0,0148010
0,0000000	0,0143433
0,0000000	0,0148010
0,0000000	0,0148010
0,0000000	0,0143433
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0143433
0,0000000	0,0146484
0,0000000	0,0148010
0,0000000	0,0141907
0,0000000	0,0146484
0,0000000	0,0148010
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0149536
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0148010
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0148010
0,0000000	0,0143433
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0148010
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0148010
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0143433
0,0000000	0,0143433
0,0000000	0,0143433
0,0000000	0,0144958
0,0000000	0,0148010
0,0000000	0,0148010
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0143433
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0143433
0,0000000	0,0143433
0,0000000	0,0143433
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0143433
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0143433
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0149536
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0143433
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0143433
0,0000000	0,0148010
0,0000000	0,0149536
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0148010
0,0000000	0,0146484
0,0000000	0,0141907
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0143433
0,0000000	0,0146484
0,0000000	0,0149536
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0143433
0,0000000	0,0146484
0,0000000	0,0148010
0,0000000	0,0149536
0,0000000	0,0143433
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0146484
0,0000000	0,0148010
0,0000000	0,0144958
0,0000000	0,0148010
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0148010
0,0000000	0,0148010
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0144958
0,0000000	0,0146484
0,0000000	0,0146484
